marker_name,frame,time_s,x_px,y_px,x_m,y_m,confidence
M2,99,1.6500,787.50,207.00,0.218733,-0.024418,1.0000
M2,100,1.6667,785.50,205.00,0.219875,-0.025620,1.0000
M2,101,1.6833,785.50,205.00,0.219875,-0.025620,1.0000
M2,102,1.7000,783.50,205.00,0.221047,-0.025650,1.0000
M2,103,1.7167,781.50,203.00,0.222189,-0.026852,1.0000
M2,104,1.7333,779.50,203.00,0.223360,-0.026882,1.0000
M2,105,1.7500,775.50,201.00,0.225674,-0.028113,1.0000
M2,106,1.7667,771.50,200.00,0.228002,-0.028759,1.0000
M2,107,1.7833,767.50,199.00,0.230331,-0.029405,1.0000
M2,108,1.8000,761.50,198.00,0.233831,-0.030081,1.0000
M2,109,1.8167,755.50,197.00,0.237332,-0.030757,1.0000
M2,110,1.8333,749.50,195.00,0.240817,-0.032019,1.0000
M2,111,1.8500,743.50,195.00,0.244332,-0.032109,1.0000
M2,112,1.8667,735.50,193.00,0.248989,-0.033401,1.0000
M2,113,1.8833,729.50,192.00,0.252490,-0.034077,1.0000
M2,114,1.9000,723.50,191.00,0.255990,-0.034752,1.0000
M2,115,1.9167,717.50,191.00,0.259505,-0.034842,1.0000
M2,116,1.9333,711.50,191.00,0.263021,-0.034932,1.0000
M2,117,1.9500,705.50,189.00,0.266506,-0.036194,1.0000
M2,118,1.9667,697.50,189.00,0.271193,-0.036314,1.0000
M2,119,1.9833,691.50,187.00,0.274678,-0.037576,1.0000
M2,120,2.0000,685.50,187.00,0.278193,-0.037666,1.0000
M2,121,2.0167,679.50,187.00,0.281709,-0.037756,1.0000
M2,122,2.0333,673.50,186.00,0.285209,-0.038432,1.0000
M2,123,2.0500,667.50,187.00,0.288739,-0.037936,1.0000
M2,124,2.0667,661.50,185.00,0.292225,-0.039198,1.0000
M2,125,2.0833,655.50,185.00,0.295740,-0.039288,1.0000
M2,126,2.1000,649.50,185.00,0.299255,-0.039378,1.0000
M2,127,2.1167,645.50,184.00,0.301584,-0.040024,1.0000
M2,128,2.1333,637.50,183.00,0.306256,-0.040730,1.0000
M2,129,2.1500,633.50,183.00,0.308599,-0.040790,1.0000
M2,130,2.1667,627.50,183.00,0.312115,-0.040880,1.0000
M2,131,2.1833,621.50,181.00,0.315600,-0.042142,1.0000
M2,132,2.2000,615.50,181.00,0.319115,-0.042232,1.0000
M2,133,2.2167,611.50,181.00,0.321459,-0.042292,1.0000
M2,134,2.2333,605.50,181.00,0.324974,-0.042382,1.0000
M2,135,2.2500,599.50,180.00,0.328475,-0.043058,1.0000
M2,136,2.2667,595.50,179.00,0.330803,-0.043704,1.0000
M2,137,2.2833,591.50,179.00,0.333147,-0.043764,1.0000
M2,138,2.3000,587.50,179.00,0.335490,-0.043824,1.0000
